MAL16110040TC,MP Moringa 3gram Tea,NATURAL PRODUCT,00:00.0,00:00.0,47:47.0,MORINGGA PLUS SDN BHD,Aning Resources Sdn Bhd (638107-x)
MAL13095092TC,MAHANUR NUUR HERBS,NATURAL PRODUCT,00:00.0,00:00.0,48:22.0,Seri Mahanur Enterprise,Aning Resources Sdn Bhd (638107-x)
MAL16100007TC,Bo Neo moringa herbal tea (green label),NATURAL PRODUCT,00:00.0,00:00.0,48:52.0,Borneo Moringa Sdn Bhd,Aning Resources Sdn Bhd (638107-x)
MAL16120040TC,Bo Neo moringa 2 gram herbal tea (red label ),NATURAL PRODUCT,00:00.0,00:00.0,49:18.0,Borneo Moringa Sdn Bhd,ANING RESOURCES SDN BHD
MAL09032118T,UBAT AIR DEMAM PANAS,NATURAL PRODUCT,00:00.0,00:00.0,50:35.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL09032122T,ESSENCE OF BIRD"S NEST GINSENG & CORDYCEPS,NATURAL PRODUCT,00:00.0,00:00.0,50:58.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL09082873T,NCHK KOREAN GINSENG & CORDYCEPS TONIC "PLUS",NATURAL PRODUCT,00:00.0,00:00.0,51:28.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL09082874T,GINSANA GOLD KOREAN GINSENG TONIC GOLD "PLUS",NATURAL PRODUCT,00:00.0,00:00.0,51:53.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL09111805T,LO HONG KA GINSENG ESSENCE,NATURAL PRODUCT,00:00.0,00:00.0,52:23.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL09121919T,LO HONG KA CORDYCEPS ESSENCE,NATURAL PRODUCT,00:00.0,00:00.0,52:46.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL10012491T,LO HONG KA BA ZHEN TONG,NATURAL PRODUCT,00:00.0,00:00.0,53:17.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL15050013TC,GREATWALL BRAND ESSENCE OF CORDYCEPS & GINSENG PLUS,NATURAL PRODUCT,00:00.0,00:00.0,53:50.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL15040046TC,GREATWALL BRAND ESSENCE OF GINKGO WITH GINSENG & CORDYCEPS,NATURAL PRODUCT,00:00.0,00:00.0,54:11.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL15090006TC,Greatwall Brand Essence of Quinquefolius & Cordyceps,NATURAL PRODUCT,00:00.0,00:00.0,54:33.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL16010053TC,GREATWALL BRAND ESSENCE OF GINSENG with Cordyceps & American Ginseng,NATURAL PRODUCT,00:00.0,00:00.0,57:11.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL15060031TC,GREATWALL BRAND ESSENCE OF CORDYCEPS PLUS,NATURAL PRODUCT,00:00.0,00:00.0,57:35.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL16040002TC,PANAXGOLD HERBS ESSENCE PLUS,NATURAL PRODUCT,00:00.0,00:00.0,58:00.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL13115075T,Tonik Herba Gamat Complex,NATURAL PRODUCT,00:00.0,00:00.0,59:10.0,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE
MAL20002230T        ,MINYAK IBU GAMAT CAMPURAN,NATURAL PRODUCT,00:00.0,00:00.0,59:49.0,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE
MAL20002227T        ,BAM SERAI CAMPURAN,NATURAL PRODUCT,00:00.0,00:00.0,00:10.0,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE
MAL20002228T        ,BAM GAMAT CAMPURAN,NATURAL PRODUCT,00:00.0,00:00.0,00:31.0,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE
MAL20152498TCE,Proliv Glicatrim Capsule,NATURAL PRODUCT,00:00.0,00:00.0,01:54.0,proliv life sciences sdn bhd,SARI TANI DESA SDN. BHD.
MAL06100644TC,Living Active Tongkat Ali Phyto Plus Capsules,NATURAL PRODUCT,00:00.0,00:00.0,02:42.0,PHYTO BIZNET SDN BHD,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL20040238AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 20ML,PRESCRIPTION,00:00.0,00:00.0,21:02.0,SRI SUYAN SDN BHD,EURO-MED LABS PHIL.INC
MAL19911414X,AXCEL PAPAIN TABLET,NON PRESCRIPTION,00:00.0,00:00.0,52:08.0,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.
MAL07050253X,Condros capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,03:59.0,AV MANUFACTURING SDN.BHD,AV MANUFACTURING SDN.BHD
MAL08010683AZ,Potassium Chloride 2mEq/mL Solution For I.V. Injection,PRESCRIPTION,00:00.0,00:00.0,46:49.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL08061675XZ ,Dextran  Hypromellose Gentle Tears,NON PRESCRIPTION,00:00.0,00:00.0,46:50.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL09011419AZ,Hivent 1mg/mL Solution for Nebulization,PRESCRIPTION,00:00.0,00:00.0,46:51.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20001839XZ,10% DEXTROSE IN WATER (1000ML RECTANGULAR PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,46:51.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20001840XZ,10% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,46:52.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20002264XZ,SODIUM CHLORIDE 0.9% SOLN FOR IRRIGATION,NON PRESCRIPTION,00:00.0,00:00.0,46:52.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012715XZ,0.9% SODIUM CHLORIDE (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,46:53.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012716XZ,5% DEXTROSE IN WATER (1000ML LDPE BOTTLE),NON PRESCRIPTION,00:00.0,00:00.0,46:53.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012717AZ,LACTATED RINGER`S SOLUTION 1000ML,PRESCRIPTION,00:00.0,00:00.0,46:54.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012823AZ,LACTATED RINGER`S SOLUTION 500ML,PRESCRIPTION,00:00.0,00:00.0,46:54.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012824XZ,5% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,46:55.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20013020AZ,5% DEXTROSE IN 0.9% SODIUM CHLORIDE 1000ML LDPE BOTTLE,PRESCRIPTION,00:00.0,00:00.0,46:55.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20020510XZ,0.9% SODIUM CHLORIDE PARENTERAL SOLUTION (1000ML PLASTIC),NON PRESCRIPTION,00:00.0,00:00.0,46:56.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20033367X        ,MANNITOL 20% INTRAVENOUS INJECTION 500ML,NON PRESCRIPTION,00:00.0,00:00.0,46:57.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL09100291T,LUK WANG BRAND KOREAN GINSENG WITH CORDYCEPS AND DU ZHONG "PLUS",NATURAL PRODUCT,00:00.0,00:00.0,20:09.0,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.
MAL14105048NC,Yang SHEEP PLACENTA PLUS softgel,HEALTH SUPPLEMENT,00:00.0,00:00.0,21:21.0,natures beauty network Sdn Bhd,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD
MAL14105071TC,MShop Softgel Minyak Biji Anggur 500mg,NATURAL PRODUCT,00:00.0,00:00.0,22:07.0,MUSLIMAH SHOP SDN BHD,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD
MAL09122816T,KIRANTI,NATURAL PRODUCT,00:00.0,00:00.0,22:48.0,MEGA UNI PRO SDN BHD,PT. Ultra Prima Abadi
MAL14055060N,SHEJU BIOGENICS MD,HEALTH SUPPLEMENT,00:00.0,00:00.0,23:33.0,Sheju (m) Sdn Bhd,"Umeken Co., Ltd"
MAL14055179T,JIAI IMPERIAL PLUS,NATURAL PRODUCT,00:00.0,00:00.0,23:54.0,Sheju (m) Sdn Bhd,"Umeken Co., Ltd"
MAL13055015T,JIAI IMPERIAL GOLD,NATURAL PRODUCT,00:00.0,00:00.0,24:14.0,Sheju (m) Sdn Bhd,"Umeken Co., Ltd"
MAL14055094T,Bam Serai Warisan Plus,NATURAL PRODUCT,00:00.0,00:00.0,24:51.0,WARISAN GAMAT ASLI LANGKAWI,WARISAN GAMAT ASLI LANGKAWI
MAL14055042T,BAM GAMAT WARISAN PLUS,NATURAL PRODUCT,00:00.0,00:00.0,25:13.0,WARISAN GAMAT ASLI LANGKAWI,WARISAN GAMAT ASLI LANGKAWI
MAL13115109T,Minyak Gamat Herbanika,NATURAL PRODUCT,00:00.0,00:00.0,25:33.0,WARISAN GAMAT ASLI LANGKAWI,WARISAN GAMAT ASLI LANGKAWI
MAL14055167T,Mamarjan,NATURAL PRODUCT,00:00.0,00:00.0,26:02.0,FA DELIMA MAS,SABIT BANANI INDUSTRIES SDN BHD
MAL09122045TC,BSY FED-NONI LIQUID,NATURAL PRODUCT,00:00.0,00:00.0,26:55.0,Bio Swan Incorporated Sdn. Bhd,TST BIOCEUTICAL SDN. BHD.
MAL20013514TC,SPIRULINA 500 TABLETS,NATURAL PRODUCT,00:00.0,00:00.0,27:47.0,ALLADDIN TRADING,NUTRIPHARMA SDN. BHD.
MAL20013513TC,CHLORELLA 500 TABLETS,NATURAL PRODUCT,00:00.0,00:00.0,59:54.0,ALLADDIN TRADING,NUTRIPHARMA SDN. BHD.
MAL11030120T,SEA BUCKTHORN OXY-ESSENTIAL  390mg PLUS,NATURAL PRODUCT,00:00.0,00:00.0,05:18.0,Essential Life Essence Sdn Bhd,"Qinghai General Health Bio-Science Co., LLC."
MAL11075017TC,CHANNEL DEGREE SOROKINA EXTRACT CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,06:09.0,CHANNEL DEGREE SDN BHD,SG GLOBAL BIOTECH SDN BHD
MAL06061391TC,Golden Sorokina Tablets,NATURAL PRODUCT,00:00.0,00:00.0,06:39.0,CHANNEL DEGREE SDN BHD,SG GLOBAL BIOTECH SDN BHD
MAL10021843TR,HUNZA LIFE SOROKINA TABLETS,NATURAL PRODUCT,00:00.0,00:00.0,07:14.0,CHANNEL DEGREE SDN BHD,Gong Bih Enterprise Co. Ltd.
MAL11030148T,MIKEI RED REISHI ESSENCE CAPSULES 250MG,NATURAL PRODUCT,00:00.0,00:00.0,08:09.0,A-Winn Corporation Sdn Bhd,NIKKEI COMPANY
MAL19991550T,DUZHONG CONG RONG BU WAN,NATURAL PRODUCT,00:00.0,00:00.0,09:10.0,SI HAI HANG COMPANY,"GUANGDONG YIHETANG PHARMACEUTICAL CO.,LTD"
MAL19988697T,ZIJINDAN CAPSULE 0.3G,NATURAL PRODUCT,00:00.0,00:00.0,09:58.0,SI HAI HANG COMPANY,"GUANGDONG YIHETANG PHARMACEUTICAL CO.,LTD"
MAL16060044TC,EK ARTLAX CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,10:47.0,ERAT KASIH SDN.BHD.,Ming Yi Holding Sdn Bhd
MAL10021959X,GIFFARINE  ActiVite,HEALTH SUPPLEMENT,00:00.0,00:00.0,13:12.0,Giffarine Skyline Unity (M) Sdn. Bhd.,Skyline Health Care Co. Ltd
MAL11055015TC,JAMU RAHSIA 4-STREAM Kapsul 400mg,NATURAL PRODUCT,00:00.0,00:00.0,15:05.0,Rahsia Sentuhan Enterprise,SABIT BANANI INDUSTRIES SDN BHD
MAL15075034NC,eVillage COLLA-HYDROLYSATE Powder,HEALTH SUPPLEMENT,00:00.0,00:00.0,26:29.0,EVILLAGE SDN BHD,XCELIFE PHARMA SDN BHD
MAL20001964X,ZYTEE-RB GEL,NON PRESCRIPTION,00:00.0,00:00.0,34:58.0,SM PHARMACEUTICALS SDN. BHD.,"RAPTAKOS, BRETT & CO LTD"
MAL12030010AZ,DOMNE SUSPENSION 1MG/ML,PRESCRIPTION,00:00.0,00:00.0,35:53.0,"THE ZYFAS MEDICAL CO.,","Raptakos, Brett &  Co. Ltd"
MAL19911249XZ,AEKNIL TABLETS,NON PRESCRIPTION,00:00.0,00:00.0,53:46.0,JKS ADMIRAL RESOURCES,THERAPEUTIC PHARM
MAL14080163HAC,FLORVET Liquid,VETERINARY ,00:00.0,00:00.0,54:50.0,Sm Livestock & Farming,Asia Nutri-Chemical (M) Sdn. Bhd
MAL14080163HAC,FLORVET Liquid,VETERINARY ,00:00.0,00:00.0,54:50.0,Sm Livestock & Farming,
MAL20162664ACREZ,hovid Telmisartan Tablet 80mg,PRESCRIPTION,00:00.0,00:00.0,20:58.0,HOVID BERHAD,Jubilant LIFE SCIENCES LIMITED
MAL20162663ACREZ,hovid Telmisartan Tablet 40mg,PRESCRIPTION,00:00.0,00:00.0,24:00.0,HOVID BERHAD,Jubilant LIFE SCIENCES LIMITED
MAL09080817T,Dragon Ginseng Flavon,NATURAL PRODUCT,00:00.0,00:00.0,47:27.0,Dragon Ginseng Bio-Tech Sdn Bhd,Dragon Ginseng Bio-Tech Sdn Bhd
MAL20172902TC,4LIFE BRN CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,51:31.0,Forlife Research Imports Sdn Bhd,"Biomedical Research Laboratories, LC"
MAL20033375XCR,EVENING PRIMROSE OIL 1000MG CAPSULES,HEALTH SUPPLEMENT,00:00.0,00:00.0,56:57.0,BIO-LIFE MARKETING SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL20034347XCR,KORDEL`S ROYAL JELLY 1000 MG CAPSULE,HEALTH SUPPLEMENT,00:00.0,00:00.0,00:08.0,CAMBERT(M) SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL20014553XCR,KORDEL`S LECITHIN 1200MG CAPSULE,HEALTH SUPPLEMENT,00:00.0,00:00.0,02:37.0,CAMBERT(M) SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL19987043XCR      ,VITAHEALTH SUPA GARLIC PLUS SOFTGEL,HEALTH SUPPLEMENT,00:00.0,00:00.0,05:51.0,VITAHEALTH MALAYSIA SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL14095015T,WARISAN SALJU LANGKAWI KRIM SUSU KAMBING GAMAT PLUS 100mL,NATURAL PRODUCT,00:00.0,00:00.0,22:24.0,WARISAN SALJU ENTERPRISE,WARISAN SALJU ENTERPRISE
MAL09032094TC,Qian Li Zhui Feng You -Liquid (GreenHerbs),NATURAL PRODUCT,00:00.0,00:00.0,25:37.0,CHUA TONGSAN SDN. BHD.,BIOFACT LIFE SDN. BHD.
MAL20014436T        ,KRIM HERBANIKA BARUT,NATURAL PRODUCT,00:00.0,00:00.0,27:42.0,MISB RESOURCES SDN. BHD.,MISB RESOURCES SDN. BHD.
MAL11055020TC,JAMU RAHSIA MEDU Kapsul 400mg,NATURAL PRODUCT,00:00.0,00:00.0,53:41.0,Rahsia Sentuhan Enterprise,SABIT BANANI INDUSTRIES SDN BHD
MAL19990410TC       ,Hou Tong Wan (Swan Hee Brand) Capsule,NATURAL PRODUCT,00:00.0,00:00.0,58:34.0,VIEN KHENG TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL19991265TC,MEI FU LING CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,59:41.0,VIEN KHENG TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20162641AEZ,hovid-Celecoxib Capsule 200mg,PRESCRIPTION,00:00.0,00:00.0,14:13.0,HOVID BERHAD,HOVID BERHAD
MAL20040264XCR,BiO-LiFE Evening Primrose Oil & Fish Oil 500mg Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,34:41.0,BIO-LIFE MARKETING SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL20040190XCR,BiO-LiFE Flaxseed Oil 1000mg Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,38:03.0,BIO-LIFE MARKETING SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL11080026TC,Shaklee Garlic Complex,NATURAL PRODUCT,00:00.0,00:00.0,54:10.0,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,CORNERSTONE RESEARCH & DEVELOPMENT INC.
MAL20033931ARZ,IRESSA 250MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,54:14.0,ASTRAZENECA SDN. BHD.,ASTRAZENECA UK LIMITED
MAL14105049NC,rbc life MH Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,57:25.0,RBC LIFE MALAYSIA SDN. BHD.,Progressive Laboratories Inc.
MAL07050948T    ,BIO LINGUA,NATURAL PRODUCT,00:00.0,00:00.0,52:10.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL07050949T    ,Bio Haz,NATURAL PRODUCT,00:00.0,00:00.0,52:13.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL07050950T    ,Biochemic Plus (220 tablets),NATURAL PRODUCT,00:00.0,00:00.0,52:14.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL07061378T    ,Bio QI,NATURAL PRODUCT,00:00.0,00:00.0,52:14.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL07061379T    ,Kacik Fatimah,NATURAL PRODUCT,00:00.0,00:00.0,52:15.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL07061380T    ,Bio Sasmat (60 tablets),NATURAL PRODUCT,00:00.0,00:00.0,52:17.0,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL13045027T,UBAT DEMAM MAO DAN,NATURAL PRODUCT,00:00.0,00:00.0,58:05.0,Sin Hup Heng Medicine Manufacturing Sdn Bhd,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL15045026T,NIU SHANG TIE DA WAN (SHANGHAI BRAND),NATURAL PRODUCT,00:00.0,00:00.0,58:15.0,Sin Hup Heng Medicine Manufacturing Sdn Bhd,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL10110065TC,TYT JIANG TANG LING PLUS,NATURAL PRODUCT,00:00.0,00:00.0,22:31.0,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
MAL20000001ARZ,XELODA TABLET 150MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,18:46.0,ROCHE (MALAYSIA) SDN. BHD.,PRODUCTOS ROCHE S.A DE C.V
MAL20000002ARZ,XELODA TABLET 500MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,20:33.0,ROCHE (MALAYSIA) SDN. BHD.,PRODUCTOS ROCHE S.A DE C.V
MAL12085017N,Ocumin Areds,HEALTH SUPPLEMENT,00:00.0,00:00.0,24:38.0,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
MAL12115081AZ,"Shanchol, Cholera Vaccine (Inactivated, Oral) B.P.",BIOLOGICS,00:00.0,00:00.0,28:44.0,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.,SHANTHA BIOTECHNICS LIMITED
MAL20012987T       ,MINYAK KEMBAR,NATURAL PRODUCT,00:00.0,00:00.0,37:11.0,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA
MAL20012986T       ,MINYAK RAMUAN DHAB,NATURAL PRODUCT,00:00.0,00:00.0,38:38.0,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA
MAL05092290T    ,MINYAK WARISAN PAK ALI,NATURAL PRODUCT,00:00.0,00:00.0,39:25.0,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA
MAL05092291T    ,MINYAK AKAR KAYU (MINYAK PAK ALI),NATURAL PRODUCT,00:00.0,00:00.0,39:57.0,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA
MAL05092292T    ,MINYAK AKAR AKAR KAYU,NATURAL PRODUCT,00:00.0,00:00.0,40:28.0,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA
MAL05032666TC,CHIANG KONG WAN,NATURAL PRODUCT,00:00.0,00:00.0,44:12.0,KEDAI UBAT CHOON HUAT,TERAPUTICS SDN BHD
MAL19920339XZ,ANTIPHEN TABLET,NON PRESCRIPTION,00:00.0,00:00.0,46:02.0,LAM TAT TRADING COMPANY,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL19993059XCZ,STAR BRAND LAXATIVE TABLET,NON PRESCRIPTION,00:00.0,00:00.0,46:45.0,LAM TAT TRADING COMPANY,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL09080811TC,Tian Qi Wan,NATURAL PRODUCT,00:00.0,00:00.0,49:02.0,Veng Fatt Medical & Trading Company Sdn. Bhd.,PRIME PHARMACEUTICAL SDN. BHD.
MAL09080812TC,Veng Fatt Ginseng Wan,NATURAL PRODUCT,00:00.0,00:00.0,49:35.0,Veng Fatt Medical & Trading Company Sdn. Bhd.,PRIME PHARMACEUTICAL SDN. BHD.
MAL09082808TC,Ginseng Tian Qi Wan,NATURAL PRODUCT,00:00.0,00:00.0,50:02.0,Veng Fatt Medical & Trading Company Sdn. Bhd.,PRIME PHARMACEUTICAL SDN. BHD.
MAL15090001TC,WOF Tongkat Ali Capsule,NATURAL PRODUCT,00:00.0,00:00.0,52:23.0,WELLNESS ORGANIC FARM,TPM NEXUS SDN. BHD.
MAL10070633TC,NURIZ KAPSUL MANJAKANI RAPAT PLUS 400mg,NATURAL PRODUCT,00:00.0,00:00.0,54:07.0,Progressive Plus Industries Sdn Bhd,SABIT BANANI INDUSTRIES SDN BHD
MAL10080095TC,NURIZ KAPSUL HARUAN MANJAKANI PLUS 400mg,NATURAL PRODUCT,00:00.0,00:00.0,54:31.0,Progressive Plus Industries Sdn Bhd,SABIT BANANI INDUSTRIES SDN BHD
MAL11085026TC,NN BIO AFA EXTRACT CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,56:07.0,MBH INTERNATIONAL SDN BHD,SG GLOBAL BIOTECH SDN BHD
MAL12015034TC,S7 Tiger Milk Mushroom Plus,NATURAL PRODUCT,00:00.0,00:00.0,57:51.0,S7 Global Sdn. Bhd.,Dong Foong Manufacturing Sdn Bhd
MAL06121133TC,Golden Peak Brand Compound Renshen Duzhong Capsule,NATURAL PRODUCT,00:00.0,00:00.0,59:55.0,PERNIAGAAN LIAN FOONG THAI KLANG,SG GLOBAL BIOTECH SDN BHD
MAL11010039TC,Yeung Ng Tong Qifung Kweitai Pill Plus,NATURAL PRODUCT,00:00.0,00:00.0,02:26.0,Great Zhong Ar Trading Sdn. Bhd.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL12085057AZ,Uscine Tablets 10mg,PRESCRIPTION,00:00.0,00:00.0,27:45.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19860663AZ,NEOBACT CREAM 0.5%,PRESCRIPTION,00:00.0,00:00.0,28:42.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921044X        ,UCALTATE TABLETS 300MG,NON PRESCRIPTION,00:00.0,00:00.0,30:16.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921053XZ    ,IRON-F TABLETS 200MG,NON PRESCRIPTION,00:00.0,00:00.0,30:50.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920923X        ,GLYMOL ANTISEPTIC GARGLE 0.15%w/v,NON PRESCRIPTION,00:00.0,00:00.0,31:14.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL15095031XZ,AQUEPRO CREAM,NON PRESCRIPTION,00:00.0,00:00.0,31:44.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19861163AZ,CAMITON TABLET 4MG,PRESCRIPTION,00:00.0,00:00.0,32:31.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19871721AZ,DIPHENMINE EXPECTORANT 14mg/5ml,PRESCRIPTION,00:00.0,00:00.0,33:00.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19861042AZ,MEFEMIC CAPSULE 250MG,PRESCRIPTION,00:00.0,00:00.0,33:27.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19870411AZ,DIAPHAGE TABLETS 500MG,PRESCRIPTION,00:00.0,00:00.0,33:52.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19870607AZ,Camnovate Cream 0.1%,PRESCRIPTION,00:00.0,00:00.0,34:20.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19900265AZ,MINAZOL POWDER 2%,PRESCRIPTION,00:00.0,00:00.0,34:49.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19950105AEZ,DEXTRAMINE TABLET 2MG,PRESCRIPTION,00:00.0,00:00.0,35:11.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19990116AEZ,BREATHE EASE SYRUP,PRESCRIPTION,00:00.0,00:00.0,35:47.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL09072810AZ,Biophine Syrup 5mg/ml,PRESCRIPTION,00:00.0,00:00.0,36:09.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
